,,,,
0.0025839805603027344,-0.15,-0.12,-0.15,0.24
0.007378816604614258,-0.13,-0.11,-0.2,0.26
0.01734781265258789,-0.08,-0.04,-0.04,0.09
0.026959896087646484,-0.04,0.0,0.21,0.21
0.03690385818481445,-0.02,0.03,0.31,0.31
0.04781985282897949,-0.01,-0.04,0.22,0.22
0.05803084373474121,-0.06,-0.06,0.06,0.1
0.08347797393798828,-0.1,-0.08,0.0,0.12
0.08495187759399414,-0.08,-0.1,-0.05,0.13
0.08690071105957031,-0.08,-0.11,-0.08,0.15
0.10160493850708008,-0.12,-0.08,-0.05,0.15
0.10723590850830078,-0.11,-0.05,-0.03,0.12
0.11880779266357422,-0.1,-0.07,-0.05,0.13
0.1281888484954834,-0.12,-0.07,-0.03,0.14
0.13844680786132812,-0.09,-0.05,0.03,0.1
0.14833593368530273,-0.07,-0.06,0.01,0.09
0.1584029197692871,-0.06,-0.05,0.06,0.09
0.1843409538269043,-0.07,-0.07,0.04,0.1
0.18579387664794922,-0.09,-0.07,0.01,0.11
0.18777799606323242,-0.06,-0.04,0.09,0.11
0.20159196853637695,-0.07,-0.06,0.02,0.09
0.20796489715576172,-0.09,-0.06,-0.02,0.1
0.21841669082641602,-0.07,-0.04,0.01,0.08
0.22864198684692383,-0.09,-0.06,-0.02,0.1
0.23862075805664062,-0.1,-0.06,-0.01,0.11
0.24799180030822754,-0.08,-0.06,0.01,0.1
0.25858497619628906,-0.08,-0.07,-0.01,0.1
0.2848818302154541,-0.09,-0.06,0.01,0.1
0.2861199378967285,-0.1,-0.06,0.02,0.11
0.28757190704345703,-0.08,-0.06,0.02,0.1
0.2979888916015625,-0.05,-0.03,0.09,0.1
0.3080878257751465,-0.07,-0.05,0.05,0.09
0.31842994689941406,-0.08,-0.07,0.0,0.1
0.3288278579711914,-0.07,-0.06,0.02,0.09
0.3390378952026367,-0.08,-0.07,0.03,0.11
0.34891176223754883,-0.08,-0.07,0.01,0.1
0.35890674591064453,-0.08,-0.06,0.0,0.1
0.3865337371826172,-0.08,-0.05,0.04,0.1
0.3876619338989258,-0.09,-0.05,0.04,0.11
0.3890857696533203,-0.08,-0.05,-0.01,0.09
0.39874696731567383,-0.1,-0.05,-0.02,0.11
0.40876197814941406,-0.09,-0.05,0.0,0.1
