,,,,
0.002650022506713867,0.01,0.08,-0.03,0.08
0.009689092636108398,0.04,0.13,0.02,0.13
0.019893884658813477,0.06,0.1,0.05,0.12
0.02990102767944336,0.07,0.07,-0.04,0.1
0.06089615821838379,0.01,0.05,-0.01,0.05
0.06193709373474121,-0.01,0.06,0.02,0.06
0.06294417381286621,-0.02,0.06,-0.02,0.06
0.06925010681152344,-0.03,0.04,0.08,0.09
0.08511805534362793,-0.02,0.03,0.08,0.08
0.09006810188293457,-0.01,0.01,0.05,0.05
0.10088896751403809,0.0,0.0,0.0,0.0
0.11011099815368652,0.02,0.07,-0.01,0.07
0.11993408203125,0.01,0.09,0.04,0.09
0.13008999824523926,-0.01,0.07,0.01,0.07
0.1613140106201172,0.02,0.07,-0.02,0.07
0.16233110427856445,0.01,0.06,0.03,0.06
0.16349101066589355,0.0,0.04,0.04,0.05
0.1703641414642334,0.02,0.0,0.01,0.02
0.1840651035308838,0.01,-0.01,-0.02,0.02
0.19026899337768555,-0.02,0.0,0.0,0.02
0.20034289360046387,-0.03,0.0,-0.02,0.03
0.21042418479919434,-0.01,0.03,0.0,0.03
0.21971487998962402,-0.01,0.05,0.04,0.06
0.23035001754760742,-0.01,0.02,0.08,0.08
0.26193904876708984,0.0,0.02,0.07,0.07
0.2631490230560303,-0.01,0.0,0.03,0.03
0.26423192024230957,0.01,0.02,0.03,0.03
0.27079010009765625,0.06,0.03,0.06,0.09
0.280505895614624,0.05,0.01,0.06,0.07
0.2902710437774658,0.03,0.0,0.02,0.03
0.3008291721343994,0.05,0.06,0.04,0.08
0.31078505516052246,0.04,0.09,0.06,0.11
0.32100701332092285,0.02,0.06,0.04,0.07
0.3308110237121582,0.01,0.02,0.07,0.07
0.3629610538482666,0.02,0.02,0.03,0.04
0.3640170097351074,0.02,0.02,0.04,0.04
0.3647902011871338,-0.01,0.01,0.02,0.02
0.3707559108734131,-0.01,0.03,-0.01,0.03
0.3810551166534424,0.01,0.04,0.03,0.05
0.39118409156799316,0.02,0.08,0.07,0.1
0.4011709690093994,0.0,0.09,0.05,0.1
0.4113309383392334,-0.01,0.07,0.04,0.08
0.4213900566101074,0.0,0.03,0.06,0.06
0.43170714378356934,0.01,0.03,0.02,0.03
0.4630420207977295,-0.02,0.04,-0.02,0.04
0.46422910690307617,0.01,0.02,-0.05,0.05
0.4652268886566162,0.03,0.02,0.02,0.04
0.47157907485961914,0.02,0.0,0.09,0.09
0.48159003257751465,-0.01,0.01,0.01,0.01
0.49123311042785645,-0.04,0.02,-0.01,0.04
0.501615047454834,-0.02,0.04,0.04,0.06
0.5116698741912842,-0.01,0.03,0.02,0.03
0.5212750434875488,-0.03,0.05,-0.02,0.06
0.5322210788726807,-0.02,0.03,0.05,0.06
0.5639140605926514,0.04,-0.01,0.06,0.07
0.565669059753418,0.03,0.0,0.14,0.14
0.5666601657867432,0.01,0.04,0.12,0.12
0.571911096572876,0.02,0.03,0.12,0.12
0.5819380283355713,0.03,0.04,0.14,0.14
0.5920970439910889,0.0,0.09,0.1,0.13
0.6015670299530029,0.02,0.11,0.02,0.11
0.6118950843811035,0.02,0.06,0.03,0.06
0.6221959590911865,0.01,0.03,0.01,0.03
0.632652997970581,-0.01,0.0,-0.02,0.02
0.663978099822998,0.0,0.01,-0.02,0.02
0.6649060249328613,0.01,0.01,0.03,0.03
0.665795087814331,-0.01,0.01,0.03,0.03
0.6723630428314209,-0.04,0.0,0.07,0.08
0.6823089122772217,-0.03,0.02,0.05,0.06
0.6924021244049072,-0.02,0.04,0.01,0.04
0.7021560668945312,-0.01,0.04,0.01,0.04
0.712968111038208,-0.04,0.05,-0.03,0.07
0.7229890823364258,-0.05,0.02,-0.09,0.1
0.7329161167144775,-0.07,0.02,-0.12,0.14
0.7644741535186768,-0.02,0.05,-0.06,0.08
0.76578688621521,0.03,0.04,0.01,0.05
0.766848087310791,0.0,0.03,0.01,0.03
0.772637128829956,-0.04,0.03,-0.01,0.05
0.7827541828155518,-0.03,0.0,0.02,0.03
0.7925751209259033,-0.03,-0.06,0.09,0.11
0.8024210929870605,-0.04,-0.07,0.07,0.1
0.8128402233123779,-0.03,-0.06,-0.01,0.06
0.8224031925201416,0.0,-0.04,-0.03,0.05
0.8329830169677734,0.01,-0.01,0.0,0.01
0.8647570610046387,0.06,0.02,0.01,0.06
0.8658668994903564,0.06,0.02,0.09,0.11
0.8667130470275879,0.07,0.02,0.11,0.13
0.8730041980743408,0.05,0.08,0.08,0.12
0.8831100463867188,0.08,0.12,0.07,0.16
0.8926031589508057,0.07,0.15,-0.03,0.16
0.9027001857757568,0.07,0.11,-0.13,0.18
0.9131350517272949,0.09,0.01,0.03,0.09
0.9237170219421387,0.08,-0.14,0.22,0.27
0.9338490962982178,-0.04,-0.21,0.23,0.31
0.9658269882202148,0.01,-0.16,0.06,0.17
0.9670131206512451,0.08,-0.08,0.11,0.15
0.9684650897979736,-0.01,0.0,0.14,0.14
0.9856441020965576,-0.02,0.09,-0.05,0.1
0.9868130683898926,0.01,0.14,-0.19,0.23
1.0008819103240967,0.0,0.23,-0.06,0.23
1.0029270648956299,-0.08,0.21,-0.04,0.22
1.0170609951019287,0.01,0.18,-0.09,0.2
1.0235040187835693,0.02,0.18,0.06,0.19
1.033818006515503,-0.03,0.18,0.06,0.19
1.067986011505127,-0.04,0.15,-0.08,0.17
1.0695321559906006,-0.01,0.16,-0.08,0.17
1.0704600811004639,-0.07,0.08,-0.04,0.11
1.085947036743164,0.0,0.04,-0.04,0.05
1.087007999420166,-0.04,-0.02,0.03,0.05
1.1015031337738037,-0.06,-0.06,0.02,0.08
1.1038038730621338,-0.02,-0.07,0.03,0.07
1.1170709133148193,-0.02,-0.07,0.02,0.07
1.1240520477294922,-0.03,-0.05,0.02,0.06
1.1346080303192139,0.01,-0.04,0.08,0.09
1.1681270599365234,0.04,-0.02,0.07,0.08
1.1690599918365479,0.05,0.02,0.05,0.07
1.1701281070709229,0.05,0.04,0.02,0.06
1.1862990856170654,0.04,0.05,0.03,0.07
1.1874802112579346,0.03,0.02,0.06,0.06
1.201479196548462,0.01,0.03,0.03,0.04
1.2037670612335205,-0.01,0.01,0.02,0.02
1.2179739475250244,-0.03,0.01,0.0,0.03
1.224452018737793,-0.05,0.04,-0.01,0.06
1.23384690284729,-0.01,0.07,0.0,0.07
1.2676570415496826,0.03,0.06,0.05,0.08
1.2688181400299072,0.03,0.1,0.07,0.12
1.2696402072906494,-0.02,0.1,-0.05,0.11
1.2861521244049072,0.03,0.11,-0.08,0.13
1.2873508930206299,0.01,0.12,0.02,0.12
1.301671028137207,0.01,0.09,-0.02,0.09
1.304537057876587,0.02,0.04,-0.02,0.04
1.3172671794891357,-0.01,0.01,0.04,0.04
1.324692964553833,-0.01,-0.01,0.03,0.03
1.3347198963165283,-0.04,0.01,-0.02,0.04
1.3679101467132568,-0.06,0.02,-0.02,0.06
1.3689239025115967,-0.04,0.01,-0.01,0.04
1.3697741031646729,0.0,0.0,0.08,0.08
1.385638952255249,0.03,-0.01,0.13,0.13
1.3867981433868408,0.01,0.0,0.07,0.07
1.4015491008758545,0.02,0.04,0.0,0.04
1.4049060344696045,0.02,0.06,-0.04,0.07
1.4174401760101318,0.07,0.07,-0.03,0.1
1.4251348972320557,0.09,0.05,-0.02,0.1
1.434528112411499,0.07,0.04,0.01,0.08
1.4688999652862549,0.04,0.04,0.04,0.06
1.469893217086792,0.0,0.05,0.06,0.07
1.4707250595092773,-0.04,0.05,0.09,0.11
1.4743931293487549,-0.04,0.04,0.13,0.14
1.484956979751587,-0.08,0.03,0.07,0.11
1.4954969882965088,-0.11,0.01,0.03,0.11
1.505007028579712,-0.07,0.01,0.07,0.09
1.5154480934143066,-0.03,0.04,0.07,0.08
1.5250370502471924,-0.04,0.07,0.0,0.08
1.5354502201080322,-0.04,0.08,-0.08,0.12
1.57063889503479,-0.05,0.07,-0.13,0.15
1.571532964706421,-0.04,0.09,-0.13,0.16
1.572331190109253,-0.01,0.06,-0.03,0.06
1.5862500667572021,-0.01,0.04,-0.03,0.05
1.587218999862671,-0.09,0.03,-0.04,0.1
1.6013360023498535,-0.07,0.04,-0.05,0.09
1.6059930324554443,-0.03,0.03,-0.02,0.04
1.6173889636993408,-0.02,0.01,0.08,0.08
1.625560998916626,-0.02,-0.01,0.1,0.1
1.6356651782989502,-0.02,-0.01,0.11,0.11
1.6711089611053467,0.02,-0.01,0.11,0.11
1.671807050704956,0.04,-0.02,0.11,0.11
1.6724379062652588,0.06,0.0,0.09,0.1
1.675220012664795,0.08,0.0,0.04,0.08
1.6856539249420166,0.06,0.01,0.02,0.06
1.695951223373413,0.06,0.01,0.0,0.06
1.7063980102539062,0.09,0.05,0.02,0.1
1.7164089679718018,0.05,0.06,0.07,0.1
1.726283073425293,0.03,0.06,0.04,0.07
1.7360169887542725,0.0,0.06,-0.04,0.07
1.7712020874023438,0.01,0.07,-0.02,0.07
1.7721600532531738,0.02,0.05,0.04,0.06
1.773271083831787,0.01,0.02,0.02,0.03
1.7760488986968994,0.01,0.05,-0.01,0.05
1.786189079284668,-0.01,0.05,-0.02,0.05
1.7966570854187012,0.0,0.05,-0.04,0.06
1.8067371845245361,-0.02,0.05,0.02,0.05
1.8165781497955322,-0.02,0.06,0.02,0.06
1.8261539936065674,-0.03,0.04,0.02,0.05
1.8367669582366943,-0.03,-0.02,0.08,0.08
1.8730518817901611,-0.04,-0.02,0.06,0.07
1.873993158340454,-0.02,0.02,0.03,0.04
1.8747680187225342,-0.02,0.05,-0.02,0.05
1.8851029872894287,-0.02,0.05,-0.06,0.08
1.8864572048187256,0.0,0.08,-0.04,0.08
1.901257038116455,0.03,0.13,-0.08,0.15
1.9064381122589111,0.02,0.12,-0.02,0.12
1.9163780212402344,0.02,0.12,-0.01,0.12
1.9270851612091064,0.02,0.11,-0.03,0.11
1.936737060546875,-0.01,0.06,0.01,0.06
1.9730122089385986,-0.03,0.0,0.04,0.05
1.9740731716156006,-0.01,0.02,0.08,0.08
1.9749040603637695,0.0,0.01,0.04,0.04
